carrier_group,reporting_airport,origin_destination,origin_destination_country,month,n_flights,p_ge_3h,p_cancelled,avg_delay_min,approx_km,k_gbp,assumed_fare_gbp,gross_screening_ratio
easyJet,MANCHESTER,BELFAST INTERNATIONAL,UNITED KINGDOM,12,114,0.0,0.017241379310344827,32.0,400.0,220.0,30.8,0.0
easyJet,MANCHESTER,GENEVA,SWITZERLAND,3,127,0.0,0.0,12.795275590551181,750.0,220.0,25.2,0.0
easyJet,MANCHESTER,PARIS (CHARLES DE GAULLE),FRANCE,2,122,0.0,0.0,16.147540983606557,350.0,220.0,23.8,0.0
easyJet,MANCHESTER,PARIS (CHARLES DE GAULLE),FRANCE,3,131,0.0,0.0,13.389312977099237,350.0,220.0,25.2,0.0
easyJet,MANCHESTER,PARIS (CHARLES DE GAULLE),FRANCE,4,132,0.0,0.007518796992481203,11.590909090909092,350.0,220.0,28.0,0.0
easyJet,MANCHESTER,PARIS (CHARLES DE GAULLE),FRANCE,6,120,0.0,0.024390243902439025,22.5,350.0,220.0,35.0,0.0
easyJet,MANCHESTER,PARIS (CHARLES DE GAULLE),FRANCE,7,112,0.0,0.02608695652173913,30.071428571428573,350.0,220.0,40.6,0.0
easyJet,MANCHESTER,PARIS (CHARLES DE GAULLE),FRANCE,9,118,0.0,0.04065040650406504,33.70338983050848,350.0,220.0,30.8,0.0
easyJet,STANSTED,BELFAST INTERNATIONAL,UNITED KINGDOM,3,100,0.0,0.0,5.0,400.0,220.0,25.2,0.0
easyJet,STANSTED,EDINBURGH,UNITED KINGDOM,2,100,0.0,0.0,7.0,400.0,220.0,23.8,0.0
easyJet,STANSTED,EDINBURGH,UNITED KINGDOM,3,107,0.0,0.0,7.0,400.0,220.0,25.2,0.0
